Sort ID,Druckenbrod Sort ID,Key,APS call number,File name,Transaction number (on this page),APS Digital Library page image URL,APS notes,Druckenbrod notes,Date of entry,Time of entry as transcribed,Time of entry standardized,Wind direction as transcribed,Wind direction standardized,Temperature (Fahrenheit) as transcribed,Temperature (Fahrenheit) standardized,Daily temp high (Fahrenheit) as transcribed,Temp high entry time as transcribed,Temp high entry time standardized,Precipitation time,Precipitation type,Precipitation measurement (inches),Observer data,Meteorological observations as transcribed,Cloudy,Fair,Smoke,Misty,Frost,Snow,Sleet,Overcast,Clear,Rain,Foggy,Hail,Thunder,Lightning,Hazy,Muddy,Natural Phenomena,Birds,Mammals,Reptiles/Amphibians,Insects/Arthropods,Fish/Aquatic,Plants,Leafing,Losing Leaves,Blooming,Planted,Harvested,Availability of produce,Trees,Seasonal Phenomena,Other Observations Transcribed
1928,1681, APS-275576-097_11,Mss.551.5.M26,275576-97,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-11-23,4:00 PM,16:00,S,S,42,,,,,,,,James Madison,mixed clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,1682, APS-275576-097_12,Mss.551.5.M26,275576-97,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-11-24,sunrise,7:10,SW,SW,37,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,1683, APS-275576-097_12,Mss.551.5.M26,275576-97,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-11-24,4:00 PM,16:00,SW,SW,42,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,1684, APS-275576-097_13,Mss.551.5.M26,275576-97,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-11-25,sunrise,7:11,SW,SW,40,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,1685, APS-275576-097_13,Mss.551.5.M26,275576-97,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-11-25,4:00 PM,16:00,NE,NE,42,,,,,,,,James Madison,very cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,1686, APS-275576-097_14,Mss.551.5.M26,275576-97,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-11-26,sunrise,7:11,NE,NE,46,,,,,,,,James Madison,"fair, with a few clouds",y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,1687, APS-275576-097_14,Mss.551.5.M26,275576-97,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-11-26,4:00 PM,16:00,Ne,NE,42,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,1688, APS-275576-097_15,Mss.551.5.M26,275576-97,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-11-27,sunrise,7:12,SW,SW,38,,,,,,,,James Madison,fair. Windy,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,1689, APS-275576-097_15,Mss.551.5.M26,275576-97,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,"This entry includes "hazy" as a weather condition.""his entry includes "hazy" as ""is entry ",,1786-11-27,4:00 PM,16:00,SW,SW,50,,,,,,,,James Madison,Hazy,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,
1937,1690, APS-275576-097_16,Mss.551.5.M26,275576-97,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-11-28,sunrise,7:13,NE,NE,47,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1691, APS-275576-097_16,Mss.551.5.M26,275576-97,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-11-28,4:00 PM,16:00,NE,NE,42,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,1692, APS-275576-097_17,Mss.551.5.M26,275576-97,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-11-29,sunrise,7:13,NE,NE,32,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1693, APS-275576-097_17,Mss.551.5.M26,275576-97,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-11-29,4:00 PM,16:00,SW,SW,31,,,,,,,,James Madison,cloudy and round snow preceeding it,y,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,1694, APS-275576-097_18,Mss.551.5.M26,275576-97,18,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-11-30,sunrise,7:14,W,W,33,,,,,,,,James Madison,fair. sleet.,,y,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,
1942,1695, APS-275576-097_18,Mss.551.5.M26,275576-97,18,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-11-30,4:00 PM,16:00,W,W,41,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,1696, APS-275576-097_19,Mss.551.5.M26,275576-97,19,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-12-01,sunrise,7:14,SW,SW,38,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,1697, APS-275576-097_19,Mss.551.5.M26,275576-97,19,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-12-01,4:00 PM,16:00,SW,SW,43,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,1698, APS-275576-097_20,Mss.551.5.M26,275576-97,20,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-12-02,sunrise,7:15,SW,SW,40,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1699, APS-275576-097_20,Mss.551.5.M26,275576-97,20,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-12-02,4:00 PM,16:00,S,S,46,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,1700, APS-275576-097_21,Mss.551.5.M26,275576-97,21,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-12-03,sunrise,7:15,SW,SW,41,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,1701, APS-275576-097_21,Mss.551.5.M26,275576-97,21,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-12-03,4:00 PM,16:00,E by N,EN,44,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,1702, APS-275576-097_22,Mss.551.5.M26,275576-97,22,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-12-04,sunrise,7:16,NE,NE,44,,,,,,,,James Madison,snowing,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1703, APS-275576-097_22,Mss.551.5.M26,275576-97,22,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-12-04,4:00 PM,16:00,NE,NE,38,,,,,,,,James Madison,round snow all day,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,1704, APS-275576-097_23,Mss.551.5.M26,275576-97,23,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-12-05,sunrise,7:16,NE,NE,36,,,,,,,,James Madison,fair. Snow 6.5 inches deep,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,1705, APS-275576-097_23,Mss.551.5.M26,275576-97,23,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-12-05,4:00 PM,16:00,W,W,40,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,1706, APS-275576-097_24,Mss.551.5.M26,275576-97,24,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-12-06,sunrise,7:17,W,W,33,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,1707, APS-275576-097_24,Mss.551.5.M26,275576-97,24,https://diglib.amphilsoc.org/islandora/object/text%3A275576-97,,,1786-12-06,4:00 PM,16:00,SW,SW,38,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,1708, APS-275576-099_01,Mss.551.5.M26,275576-99,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-07,sunrise,7:17,SW,SW,37,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,1709, APS-275576-099_01,Mss.551.5.M26,275576-99,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-07,4:00 PM,16:00,SW,SW,44,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,1710, APS-275576-099_02,Mss.551.5.M26,275576-99,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-08,sunrise,7:18,NE,NE,42,,,,,,,,James Madison,rainy,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1958,1711, APS-275576-099_02,Mss.551.5.M26,275576-99,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-08,4:00 PM,16:00,NE,NE,42,,,,,,,,James Madison,"sleet, rainy",,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,,,,
1959,1712, APS-275576-099_03,Mss.551.5.M26,275576-99,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-09,sunrise,7:18,NE,NE,37,,,,,,,,James Madison,Hail,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,
1960,1713, APS-275576-099_03,Mss.551.5.M26,275576-99,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-09,4:00 PM,16:00,NE,NE,36,,,,,,,,James Madison,Hail continued,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,
1961,1714, APS-275576-099_04,Mss.551.5.M26,275576-99,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,"Choosing not to count the "thermometer on porch" measurements in Temperature until the thermometer is consistently on the porch""hoosing not to count the "thermometer on porch" measurements in Temperature until the thermometer is""oosing not to count the "thermometer on porch" measurements in Temperature""osing not to count the "thermometer on porch" mea""sing not to count the "th""in",,1786-12-10,sunrise,7:19,NW,NW,30,,,,,,,,James Madison,fair. Thermometer put on the porch fell to 22. Trees covered with ice,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,1715, APS-275576-099_04,Mss.551.5.M26,275576-99,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-10,4:00 PM,16:00,W,W,32,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,1716, APS-275576-099_05,Mss.551.5.M26,275576-99,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-11,sunrise,7:19,ENE,ENE,27,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,1717, APS-275576-099_05,Mss.551.5.M26,275576-99,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-11,4:00 PM,16:00,Ne,NE,31,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,1718, APS-275576-099_06,Mss.551.5.M26,275576-99,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-12,sunrise,7:19,SW,SW,30,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,1719, APS-275576-099_06,Mss.551.5.M26,275576-99,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-12,4:00 PM,16:00,W,W,31,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,1720, APS-275576-099_07,Mss.551.5.M26,275576-99,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-13,sunrise,7:19,SW,SW,34,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,1721, APS-275576-099_07,Mss.551.5.M26,275576-99,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-13,4:00 PM,16:00,SW,SW,38,,,,,,,,James Madison,raining,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1969,1722, APS-275576-099_08,Mss.551.5.M26,275576-99,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-14,sunrise,7:19,SW,SW,42,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1723, APS-275576-099_08,Mss.551.5.M26,275576-99,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-14,4:00 PM,16:00,SW,SW,50,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,1724, APS-275576-099_09,Mss.551.5.M26,275576-99,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-15,sunrise,7:20,NE,NE,45,,,,,,,,James Madison,very Cloudy and Rain,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1972,1725, APS-275576-099_09,Mss.551.5.M26,275576-99,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-15,4:00 PM,16:00,N,N,48,,,,,,,,James Madison,cloudy but clearing up,y,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
1973,1726, APS-275576-099_10,Mss.551.5.M26,275576-99,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-16,sunrise,7:20,ENE,ENE,43,,,,,,,,James Madison,foggy,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
1974,1727, APS-275576-099_10,Mss.551.5.M26,275576-99,10,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-16,4:00 PM,16:00,SW,SW,48,,,,,,,,James Madison,wavy clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,1728, APS-275576-099_11,Mss.551.5.M26,275576-99,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-17,sunrise,7:20,SW,SW,45,,,,,,,,James Madison,but veering to SE. very cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,1729, APS-275576-099_11,Mss.551.5.M26,275576-99,11,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-17,4:00 PM,16:00,SW,SW,50,,,,,,,,James Madison,mixed clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,1730, APS-275576-099_12,Mss.551.5.M26,275576-99,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-18,sunrise,7:20,SW,SW,43,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,1731, APS-275576-099_12,Mss.551.5.M26,275576-99,12,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-18,4:00 PM,16:00,NW,NW,44,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,1732, APS-275576-099_13,Mss.551.5.M26,275576-99,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-19,sunrise,7:20,SE,SE,45,,,,,,,,James Madison,rainy,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1980,1733, APS-275576-099_13,Mss.551.5.M26,275576-99,13,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-19,4:00 PM,16:00,NE,NE,46,,,,,,,,James Madison,very cloudy and Small Rain,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
1981,1734, APS-275576-099_14,Mss.551.5.M26,275576-99,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-20,sunrise,7:20,W,W,41,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,1735, APS-275576-099_14,Mss.551.5.M26,275576-99,14,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-20,4:00 PM,16:00,W,W,44,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,1736, APS-275576-099_15,Mss.551.5.M26,275576-99,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-21,sunrise,7:20,SW,SW,38,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,1737, APS-275576-099_15,Mss.551.5.M26,275576-99,15,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-21,4:00 PM,16:00,SSW,SSW,49,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,1738, APS-275576-099_16,Mss.551.5.M26,275576-99,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-22,sunrise,7:20,SW,SW,46,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,1739, APS-275576-099_16,Mss.551.5.M26,275576-99,16,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-22,4:00 PM,16:00,SW,SW,51,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,1740, APS-275576-099_17,Mss.551.5.M26,275576-99,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-23,sunrise,7:20,SW,SW,52,,,,,,,,James Madison,very cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,1741, APS-275576-099_17,Mss.551.5.M26,275576-99,17,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-23,4:00 PM,16:00,NE,NE,46,,,,,,,,James Madison,very thick and misty,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,1742, APS-275576-099_18,Mss.551.5.M26,275576-99,18,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-24,sunrise,7:20,NE,NE,37,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1743, APS-275576-099_18,Mss.551.5.M26,275576-99,18,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-24,4:00 PM,16:00,NW,NW,36,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,1744, APS-275576-099_19,Mss.551.5.M26,275576-99,19,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-25,sunrise,7:20,SW,SW,32,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,1745, APS-275576-099_19,Mss.551.5.M26,275576-99,19,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-25,4:00 PM,16:00,SW,SW,42,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,1746, APS-275576-099_20,Mss.551.5.M26,275576-99,20,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-26,sunrise,7:20,SW,SW,38,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1747, APS-275576-099_20,Mss.551.5.M26,275576-99,20,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-26,4:00 PM,16:00,SE,SE,43,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1748, APS-275576-099_21,Mss.551.5.M26,275576-99,21,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-27,sunrise,7:20,SW,SW,36,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1749, APS-275576-099_21,Mss.551.5.M26,275576-99,21,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-27,4:00 PM,16:00,SW,SW,47,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1750, APS-275576-099_22,Mss.551.5.M26,275576-99,22,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-28,sunrise,7:20,SW,SW,44,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,1751, APS-275576-099_22,Mss.551.5.M26,275576-99,22,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-28,4:00 PM,16:00,S,S,53,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1752, APS-275576-099_23,Mss.551.5.M26,275576-99,23,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-29,sunrise,7:20,SW,SW,44,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,1753, APS-275576-099_23,Mss.551.5.M26,275576-99,23,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-29,4:00 PM,16:00,S,S,51,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1754, APS-275576-099_24,Mss.551.5.M26,275576-99,24,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-30,sunrise,7:20,SW by W,SWW,45,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1755, APS-275576-099_24,Mss.551.5.M26,275576-99,24,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-30,4:00 PM,16:00,S,S,51,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1756, APS-275576-099_25,Mss.551.5.M26,275576-99,25,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-31,sunrise,7:21,S by W,SW,46,,,,,,,,James Madison,"fair, with a bank from N. to West.",y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,1757, APS-275576-099_25,Mss.551.5.M26,275576-99,25,https://diglib.amphilsoc.org/islandora/object/text%3A275576-99,,,1786-12-31,4:00 PM,16:00,S,S,62,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2663, APS-275576-101_01,Mss.551.5.M26,275576-101,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-01,sunrise,7:18,SSW,SSW,59,,,,,,,,James Madison,Foggy and Misty,,,,y,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
2006,2664, APS-275576-101_01,Mss.551.5.M26,275576-101,1,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-01,4:00 PM,16:00,W,W,65,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,Snakes seen out and moving
2007,2665, APS-275576-101_02,Mss.551.5.M26,275576-101,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-02,sunrise,7:18,S,S,60,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2666, APS-275576-101_02,Mss.551.5.M26,275576-101,2,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-02,4:00 PM,16:00,NE,NE,62,,,,,,,,James Madison,cloudy and mist,y,,,y,,,,,,,,,,,,,,,,y,,,,,,,,,,,,Snakes seen out and moving
2009,2667, APS-275576-101_03,Mss.551.5.M26,275576-101,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-03,sunrise,7:18,S,S,61,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2668, APS-275576-101_03,Mss.551.5.M26,275576-101,3,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-03,4:00 PM,16:00,S,S,66,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2669, APS-275576-101_04,Mss.551.5.M26,275576-101,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-04,sunrise,7:17,SW by S,SSW,63,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2670, APS-275576-101_04,Mss.551.5.M26,275576-101,4,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-04,4:00 PM,16:00,S,S,67,,,,,,,,James Madison,Fair. 70 about 3 O'Clock,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2671, APS-275576-101_05,Mss.551.5.M26,275576-101,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-05,sunrise,7:17,SW by S,SSW,59,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2672, APS-275576-101_05,Mss.551.5.M26,275576-101,5,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-05,4:00 PM,16:00,NE,NE,58,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2673, APS-275576-101_06,Mss.551.5.M26,275576-101,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-06,sunrise,7:16,SW,SW,46,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2674, APS-275576-101_06,Mss.551.5.M26,275576-101,6,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-06,4:00 PM,16:00,NE,NE,49,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2675, APS-275576-101_07,Mss.551.5.M26,275576-101,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-07,sunrise,7:16,SE,SE,44,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2676, APS-275576-101_07,Mss.551.5.M26,275576-101,7,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-07,4:00 PM,16:00,S,S,47,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2677, APS-275576-101_08,Mss.551.5.M26,275576-101,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-08,sunrise,7:15,SW,SW,46,,,,,,,,James Madison,cloudy,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2678, APS-275576-101_08,Mss.551.5.M26,275576-101,8,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-08,4:00 PM,16:00,SW,SW,52,,,,,,,,James Madison,small rain,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
2021,2679, APS-275576-101_09,Mss.551.5.M26,275576-101,9,https://diglib.amphilsoc.org/islandora/object/text%3A275576-101,,,1787-01-09,sunrise,7:15,NE,NE,49,,,,,,,,James Madison,thick and misty,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
